Medicine_ID,Medicine_Name,Batch_ID,Category,Purchase_Date,Expiry_Date,Stock_Quantity,Unit_Price,Total_Value,Daily_Sales,Weekly_Sales,Monthly_Sales,Sales_Velocity,Reorder_Level,Last_Restock_Date,Days_To_Expiry,Shelf_Life_Months,Supplier_ID,Storage_Condition,Risk_Level
MED_5994,Medicine_747,BATCH_262,Drops,2023-07-19,2024-06-24,4708.0,119.88,92454.11,1.0,7,30,4.3,433,2023-06-03,64,23,SUP_324,Cool Dry,1
MED_9899,Medicine_431,BATCH_150,Syrups ,2023-12-06,2024-11-27,2455.0,290.95,573416.98,52.0,364,1560,7.79,492,2023-01-13,136,20,SUP_414,Room Temp,YES
MED_2157,Medicine_185,BATCH_514,Syrups,2023-03-13,2024-12-25,,,1251589.1,79.0,553,2370,19.46,251,2023-11-21,110,11,SUP_545,room temp,high risk
MED_2657,Medicine_619,BATCH_889,Capsules,2023-03-03,2024-05-28,1855.0,334.35,815147.21,17.0,119,510,30.9,355,2023-07-05,83,11,SUP_951,Ref,NO
MED_7346,Medicine_573,BATCH_888,Capsules,2023-05-28,2024-10-09,424.0,492.67,170711.83,-10.0,217,930,45.58,300,2023-07-18,4,26,SUP_525,room temp,High Risk
MED_5784,Medicine_347,BATCH_616,injections,2023-09-11,2024-08-21,3273.0,210.59,238071.39,,91,390,2.48,440,2023-09-09,165,8,SUP_659,Ref,NO
MED_6521,Medicine_383,BATCH_978,Ointments,2023-01-25,2024-05-19,3482.0,TBD,1452061.45,48.0,336,1440,19.89,77,2023-05-07,35,20,SUP_623,Room Temp,0
MED_1423,Medicine_587,BATCH_757,,2023-12-01,2024-09-08,213.0,358.74,31774.66,18.0,126,540,10.88,427,2023-02-18,36,21,SUP_473,room temp,NO
MED_6094,Medicine_769,BATCH_247,Inhalers,2023-06-26,2024-07-13,752.0,311.37,11292.1,41.0,287,1230,7.63,243,2023-10-25,5,33,SUP_668,cool,NO
MED_8139,Medicine_717,BATCH_932,Sprays,2023-07-28,2024-02-18,36.0,256.45,5616.31,71.0,497,2130,34.06,195,2023-08-24,322,30,SUP_458,Cool Dry,YES
MED_2259,Medicine_527,BATCH_829,Ointments,2023-02-12,2024-01-09,3744.0,204.11,271677.56,61.0,427,1830,8.32,415,2023-06-11,96,31,SUP_724,cool,high risk
MED_5101,Medicine_910,BATCH_705,Powders,2023-10-04,2024-02-26,2791.0,31.64,970174.99,30.0,210,900,27.05,386,2023-12-24,3,35,SUP_962,room temp,
MED_1829,Medicine_454,BATCH_833,Lotions,2023-09-14,2024-07-01,142.0,462.49,64098.76,94.0,658,2820,18.27,279,2023-07-24,94,21,SUP_679,room temp,0
MED_1900,Medicine_258,BATCH_473,Inhalers,2023-05-07,2024-07-18,3579.0,330.98,425759.5,,343,1470,30.13,124,2023-01-04,294,25,SUP_829,Ref,high
MED_3366,Medicine_321,BATCH_261,injections,2023-07-04,2024-03-27,1261.0,342.87,578708.54,70.0,490,2100,38.01,188,2023-01-23,67,26,SUP_394,Refrigerated,low risk
MED_1778,Medicine_585,BATCH_715,Sprays,2023-07-01,2024-09-24,-100.0,419.37,795105.68,94.0,658,2820,49.53,414,2023-02-08,31,12,SUP_124,Ref,high risk
MED_3313,Medicine_662,BATCH_530,,2023-02-25,2024-03-01,1021.0,283.59,86839.43,55.0,385,1650,34.73,296,2023-06-04,161,13,SUP_506,Ref,1
MED_5979,Medicine_792,BATCH_326,,2023-08-18,,2192.0,365.27,931909.36,76.0,532,2280,1.76,446,2023-03-12,290,14,SUP_392,Refrigerated,Medium Risk
MED_6476,Medicine_451,BATCH_878,Injections,2023-04-03,2024-12-16,1402.0,120.84,395018.2,23.0,161,690,24.78,444,2023-12-15,338,35,SUP_544,,NO
MED_9646,Medicine_485,BATCH_150,Drops,2023-08-07,2024-04-14,3001.0,26.95,1465579.53,31.0,217,930,0.03,464,2023-03-12,35,13,SUP_376,Refrigerated,1
MED_6699,Medicine_673,BATCH_721,Injections,2023-07-28,2024-12-12,4208.0,318.19,1779223.07,67.0,469,2010,14.97,411,2023-07-21,176,35,SUP_251,Cool Dry,0
MED_1534,Medicine_783,BATCH_396,injections,2023-11-15,2024-09-19,4462.0,113.82,1743175.45,12.0,84,360,27.58,108,2023-04-28,240,36,SUP_227,Refrigerated,NO
MED_7746,Medicine_331,BATCH_621,Tablets ,2023-05-25,2024-01-16,1672.0,283.91,456111.35,5.0,35,150,27.98,146,2023-04-10,52,27,SUP_670,,1
MED_4569,Medicine_897,BATCH_417,Sprays,2023-09-06,2024-12-13,2727.0,329.93,445656.64,72.0,504,2160,30.7,71,2023-06-23,108,33,SUP_575,Refrigerated,
MED_8036,Medicine_456,BATCH_914,Tablets ,2023-09-05,2024-06-07,253.0,,5228.07,20.0,140,600,9.47,325,2023-05-28,268,7,SUP_339,Room Temp,Medium Risk
MED_5337,Medicine_809,BATCH_392,Lotions,2023-11-12,2024-10-06,3865.0,85.42,53297.12,21.0,147,630,20.45,311,2023-10-14,340,27,SUP_918,cool,0
MED_3559,Medicine_774,BATCH_487,Tablets,2023-10-09,,4048.0,367.03,1994964.41,16.0,112,480,3.43,52,2023-06-28,243,20,SUP_318,,Medium Risk
MED_3345,Medicine_748,BATCH_574,,2023-02-23,2024-08-08,1514.0,86.96,588153.33,11.0,77,330,26.8,329,2023-12-08,316,17,SUP_669,Refrigerated,YES
MED_4871,Medicine_163,BATCH_783,Injections,2023-05-21,2024-06-23,4693.0,238.04,414210.02,1.0,7,30,34.3,410,2023-05-23,60,26,SUP_402,Refrigerated,1
MED_5326,Medicine_566,BATCH_846,Tablets,2023-03-01,2024-06-17,4247.0,N/A,640118.58,47.0,329,1410,37.29,401,2023-03-10,365,14,SUP_599,cool,0
MED_7656,Medicine_523,BATCH_417,,2023-02-18,2024-12-22,1848.0,244.74,104968.06,45.0,315,1350,4.51,154,2023-06-03,258,27,SUP_292,Room Temp,Medium Risk
MED_3169,Medicine_266,BATCH_483,Inhalers,2023-01-02,2024-05-28,3834.0,197.4,1561302.26,97.0,679,2910,43.93,443,2023-02-27,148,12,SUP_698,Cool Dry,
MED_5550,Medicine_832,BATCH_657,Drops,2023-12-10,2024-07-20,3875.0,172.71,591192.5,,406,1740,TBD,244,2023-04-10,999,31,SUP_563,Ref,0
MED_5209,Medicine_856,BATCH_924,Ointments,2023-09-05,2024-04-10,2097.0,314.81,79543.42,16.0,112,480,21.95,139,2023-03-24,122,6,SUP_260,,high
MED_5596,Medicine_192,BATCH_890,Drops,2023-10-05,2024-03-24,1550.0,467.25,548439.47,15.0,105,450,6.97,435,2023-12-01,200,11,SUP_456,Cool Dry,0
MED_5153,Medicine_671,BATCH_293,Capsules,2023-02-21,2024-05-12,2546.0,372.5,699092.57,95.0,665,2850,3.09,266,2023-06-23,191,8,SUP_245,cool,Low Risk
MED_6322,Medicine_248,BATCH_196,Ointments,2023-05-12,2024-10-12,3749.0,425.66,286309.84,19.0,133,570,42.95,239,2023-07-22,98,9,SUP_787,Refrigerated,0
MED_6632,Medicine_137,BATCH_949,Drops,2023-07-06,2024-02-21,2843.0,28.94,529187.6,3.0,21,90,5.59,428,2023-05-07,229,8,SUP_720,cool,NO
MED_5684,Medicine_153,BATCH_783,Lotions,2023-03-13,,972.0,328.83,287639.48,34.0,238,1020,12.39,130,2023-07-27,59,15,SUP_895,Refrigerated,low risk
MED_9684,Medicine_402,BATCH_966,,2023-12-07,2024-06-07,2969.0,439.84,634016.0,48.0,336,1440,10.65,122,2023-03-17,262,10,SUP_801,cool,low
MED_4252,Medicine_413,BATCH_100,Syrups,2023-12-17,2024-07-23,3946.0,268.27,1104713.75,58.0,406,1740,33.76,180,2023-10-06,356,8,SUP_249,room temp,NO
MED_8729,Medicine_712,BATCH_952,Syrups ,2023-02-08,2024-06-27,468.0,210.34,226925.89,-50.0,413,1770,30.58,175,2023-06-13,309,31,SUP_466,Ref,0
MED_3726,Medicine_509,BATCH_866,Tablets,2023-07-03,2024-02-17,254.0,393.52,45067.37,25.0,175,750,35.46,188,2023-07-12,132,11,SUP_859,room temp,0
MED_5663,Medicine_908,BATCH_879,Lotions,2023-01-17,2024-07-09,1195.0,451.01,566842.36,10.0,70,300,49.32,191,2023-12-25,179,33,SUP_441,,low risk
MED_6510,Medicine_441,BATCH_556,Sprays,2023-11-06,2024-03-11,1246.0,441.75,77972.01,53.0,371,1590,45.58,418,2023-06-21,22,22,SUP_748,cool,High Risk
MED_8893,Medicine_886,BATCH_688,Capsules,2023-12-26,2024-03-01,1237.0,240.66,571208.0,90.0,630,2700,10.36,463,2023-08-08,210,33,SUP_959,Refrigerated,low
MED_4922,Medicine_679,BATCH_295,Capsules ,2023-09-08,2024-06-11,2367.0,486.45,246179.37,76.0,532,2280,16.75,396,2023-07-09,135,25,SUP_534,Ref,0
MED_6464,Medicine_917,BATCH_676,Tablets,2023-02-16,,245.0,22.74,57840.45,7.0,49,210,,95,2023-04-25,17,26,SUP_562,Cool Dry,Medium Risk
MED_9903,Medicine_863,BATCH_601,Ointments,2023-11-08,2024-08-07,3770.0,132.64,122444.99,12.0,84,360,34.69,66,2023-03-10,123,10,SUP_363,Room Temp,high
MED_3479,Medicine_582,BATCH_276,Capsules ,2023-04-04,2024-05-04,583.0,298.0,36808.94,62.0,434,1860,9.17,370,2023-09-12,195,20,SUP_807,Cool Dry,low risk
MED_3282,Medicine_131,BATCH_764,Capsules ,2023-08-04,2024-10-05,4748.0,376.47,2233390.4,48.0,336,1440,1.11,229,2023-03-18,292,35,SUP_683,,High Risk
MED_1496,Medicine_327,BATCH_299,Injections,2023-04-16,2024-09-18,300.0,269.63,64928.94,42.0,294,1260,43.69,85,2023-12-07,122,32,SUP_759,cool,1
MED_2193,Medicine_474,BATCH_170,Sprays,2023-10-07,2024-11-08,1364.0,317.13,38766.61,55.0,385,1650,14.19,314,2023-05-17,362,8,SUP_545,Room Temp,low risk
MED_4278,Medicine_507,BATCH_598,Syrups,2023-04-02,2024-03-03,4127.0,209.96,1359083.55,68.0,476,2040,12.22,209,2023-02-24,242,30,SUP_633,room temp,low
MED_5864,Medicine_810,BATCH_189,Capsules ,2023-09-26,2024-02-12,1915.0,410.07,719670.32,51.0,357,1530,28.56,80,2023-03-15,243,35,SUP_812,Cool Dry,1
MED_3021,Medicine_701,BATCH_617,INJ,2023-05-26,2024-10-20,4563.0,TBD,432830.2,81.0,567,2430,29.51,90,2023-02-07,5,30,SUP_104,cool,low risk
MED_9568,Medicine_629,BATCH_901,Lotions,2023-01-06,2024-08-12,1124.0,91.81,81148.3,89.0,623,2670,39.06,187,2023-12-04,15,16,SUP_926,room temp,low risk
MED_2641,Medicine_884,BATCH_384,,2023-01-22,,1175.0,299.56,40445.49,99.0,693,2970,3.99,310,2023-11-20,110,31,SUP_677,Cool Dry,0
MED_6867,Medicine_233,BATCH_278,Capsules,2023-05-06,2024-03-17,673.0,162.57,72924.0,77.0,539,2310,35.39,376,2023-01-13,88,13,SUP_161,Refrigerated,High Risk
MED_8202,Medicine_948,BATCH_614,INJ,2023-12-07,2024-12-05,1200.0,81.73,445783.01,1.0,7,30,11.68,195,2023-02-26,237,12,SUP_433,Refrigerated,low risk
MED_4966,Medicine_435,BATCH_469,Powders,2023-01-25,2024-06-01,3531.0,115.12,632137.27,60.0,420,1800,44.32,180,2023-04-02,259,31,SUP_806,cool,high risk
MED_2876,Medicine_110,BATCH_508,Syrups,2023-12-09,2024-02-11,3621.0,453.03,1565647.61,4.0,28,120,40.86,401,2023-06-05,31,18,SUP_163,Refrigerated,1
MED_8784,Medicine_441,BATCH_736,Powders,2023-07-20,2024-10-10,309.0,370.05,125382.55,51.0,357,1530,45.73,291,2023-11-16,177,20,SUP_295,Room Temp,high
MED_9853,Medicine_588,BATCH_947,Capsules,2023-10-28,2024-07-09,3013.0,102.26,1263903.8,45.0,315,1350,46.57,315,2023-08-01,122,25,SUP_475,Ref,High Risk
MED_8242,Medicine_253,BATCH_230,Injections,2023-03-21,2024-05-28,2488.0,423.19,421836.97,97.0,679,2910,9.07,228,2023-10-04,218,36,SUP_399,Ref,Low Risk
MED_9159,Medicine_199,BATCH_936,Inhalers,2023-04-27,2024-11-28,,321.64,691025.16,59.0,413,1770,5.86,78,2023-01-21,2,19,SUP_498,Refrigerated,0
MED_5890,Medicine_547,BATCH_312,Syrups ,2023-04-01,2024-06-01,4282.0,367.9,1785379.08,17.0,119,510,39.54,412,2023-09-17,213,16,SUP_539,,Medium Risk
MED_8636,Medicine_754,BATCH_988,,2023-12-05,2024-03-01,4466.0,402.19,1646722.38,26.0,182,780,38.02,388,2023-03-03,347,10,SUP_483,room temp,YES
MED_3881,Medicine_572,BATCH_537,injections,2023-11-20,2024-07-23,4921.0,52.72,1239347.55,98.0,686,2940,14.52,115,2023-02-25,59,10,SUP_126,,Medium Risk
MED_3725,Medicine_726,BATCH_635,Lotions,2023-09-06,2024-12-26,2374.0,232.23,249666.47,89.0,623,2670,0.46,258,2023-10-08,308,27,SUP_974,Cool Dry,high risk
MED_5937,Medicine_680,BATCH_177,Tablets ,2023-04-23,2024-06-01,3553.0,458.04,726123.83,9999.0,168,720,31.45,164,2023-07-04,270,27,SUP_737,Room Temp,Medium Risk
MED_4891,Medicine_309,BATCH_171,Tablets,2023-10-17,2024-05-12,4847.0,132.68,1439302.73,,378,1620,4.09,286,2023-11-26,140,8,SUP_700,cool,NO
MED_3540,Medicine_779,BATCH_617,Drops,2023-02-01,2024-02-07,4523.0,,545240.08,39.0,273,1170,30.44,100,2023-11-18,260,29,SUP_329,Refrigerated,Medium Risk
MED_9105,Medicine_788,BATCH_640,Tablets ,2023-07-17,2024-05-19,3911.0,40.25,1366750.92,41.0,287,1230,46.09,317,2023-11-28,220,35,SUP_921,room temp,Medium Risk
MED_5516,Medicine_729,BATCH_109,Injections,2023-08-02,2024-04-15,4493.0,354.71,1837715.15,11.0,77,330,46.51,452,2023-11-23,217,31,SUP_808,Cool Dry,Low Risk
MED_8140,Medicine_220,BATCH_497,Injections,2023-01-06,2024-10-01,,416.01,576282.27,14.0,98,420,46.12,220,2023-04-14,39,7,SUP_524,room temp,High Risk
MED_6017,Medicine_409,BATCH_566,Tablets ,2023-11-28,2024-08-19,2195.0,371.47,876975.86,27.0,189,810,28.99,109,2023-08-04,126,32,SUP_788,Room Temp,High Risk
MED_6835,Medicine_236,BATCH_360,Syrups,2023-05-12,2024-12-06,3011.0,197.1,601092.47,9999.0,595,2550,41.49,248,2023-04-17,249,11,,FRIDGE,
MED_6970,Medicine_526,BATCH_427,Syrups ,2023-05-21,2024-03-26,4218.0,482.56,1917504.05,56.0,392,1680,19.63,439,2023-09-02,337,36,SUP_441,Room Temp ,High Risk
MED_2777,Medicine_375,BATCH_635,Syrups,2023-10-22,2024-11-27,4365.0,334.2,1923894.33,56.0,392,1680,10.41,451,2023-02-12,249,29,SUP_707,Room Temp,1
MED_5877,Medicine_152,BATCH_453,Tab ,2023-03-06,2024-11-20,2889.0,156.2,795198.24,56.0,392,1680,45.09,485,2023-07-14,125,12,SUP_334,Cool Dry,low
MED_9946,Medicine_340,BATCH_819,Lotions,2023-04-20,2024-09-11,1807.0,20.24,310144.0,80.0,560,2400,37.64,108,2023-04-25,348,9,SUP_945,Cool Dry,1
MED_1316,Medicine_963,BATCH_222,injections,2023-08-12,2024-11-06,,29.06,132877.95,55.0,385,1650,5.68,207,2023-12-13,163,14,SUP_389,cool,1
MED_9763,Medicine_476,BATCH_334,Inhalers,2023-11-11,2024-02-11,1059.0,426.18,466401.36,5.0,35,150,15.87,456,2023-02-19,129,35,SUP_394,room temp,0
MED_3452,Medicine_813,BATCH_985,Injections,2023-01-01,2024-10-09,3664.0,148.9,1418635.2,40.0,280,1200,4.36,447,2023-06-06,233,18,SUP_730,cool,Low Risk
MED_5815,Medicine_376,BATCH_234,Drops,2023-10-28,2024-05-19,,421.43,466948.09,89.0,623,2670,31.2,343,2023-06-22,256,34,SUP_570,,low risk
MED_1714,Medicine_467,BATCH_806,injections,2023-11-14,2024-04-19,4005.0,181.13,1179303.67,49.0,343,1470,44.72,141,2023-07-07,189,25,SUP_152,Refrigerated,
MED_6365,Medicine_423,BATCH_272,Powders,2023-07-25,2024-06-19,4872.0,194.16,459287.31,31.0,217,930,35.64,152,2023-08-28,358,20,SUP_967,,
MED_1639,Medicine_998,BATCH_902,Injections,2023-03-16,2024-10-20,4960.0,55.66,1652187.8,12.0,84,360,45.1,326,2023-01-25,347,26,SUP_541,cool,low
MED_7055,Medicine_487,BATCH_261,,2023-11-02,2024-02-13,-100.0,375.55,1395639.14,61.0,427,1830,14.77,130,2023-02-12,254,36,SUP_235,Cool Dry,Low Risk
MED_1899,Medicine_653,BATCH_603,Capsules ,2023-02-25,2024-09-28,4306.0,387.63,1000841.41,7.0,49,210,14.86,500,2023-03-24,213,6,SUP_125,Cool Dry,low
MED_2388,Medicine_176,BATCH_168,Tablets ,2023-07-13,2024-08-25,4284.0,421.04,1761554.28,56.0,392,1680,12.54,187,2023-08-01,79,22,SUP_223,Refrigerated,high
MED_3649,Medicine_110,BATCH_563,Syrups ,2023-10-08,2024-04-21,366.0,496.91,68971.99,,609,2610,24.07,94,2023-07-20,189,19,SUP_999,Cool Dry,0
MED_6185,Medicine_368,BATCH_207,Drops,2023-06-27,2024-05-07,4312.0,278.08,1484258.1,33.0,231,990,38.45,422,2023-01-24,243,34,SUP_545,room temp,1
MED_6787,Medicine_699,BATCH_165,Powders,2023-07-14,2024-03-03,2082.0,417.04,734412.71,55.0,385,1650,23.75,66,2023-01-09,206,19,SUP_535,Room Temp,low risk
MED_2160,Medicine_629,BATCH_429,Lotions,2023-02-09,2024-10-13,893.0,337.35,310315.03,59.0,413,1770,43.91,423,2023-06-27,151,19,SUP_701,Room Temp,
MED_1104,Medicine_929,BATCH_268,Ointments,2023-11-28,2024-03-25,4784.0,21.78,2067362.37,79.0,553,2370,45.69,220,2023-06-17,243,22,SUP_510,Ref,high
MED_8426,Medicine_118,BATCH_846,Syrups ,2023-03-27,2024-06-11,N/A,420.65,642327.72,23.0,161,690,44.68,499,2023-12-10,342,6,SUP_735,,low risk
MED_3898,Medicine_719,BATCH_244,Lotions,2023-02-10,2024-10-12,4463.0,245.77,1340188.2,,574,2460,49.43,52,2023-12-10,63,20,SUP_530,cool,YES
MED_2675,Medicine_108,BATCH_886,Tablets,2023-04-13,2024-02-11,3552.0,109.76,484393.18,11.0,77,330,31.74,342,2023-11-05,63,31,SUP_253,Room Temp,1
MED_,Medicine_739,BATCH_563,Tablets,2023-05-11,2024-09-26,4761.0,325.25,2020081.67,14.0,98,420,8.43,410,2023-01-28,208,31,SUP_675,Room Temp,0
MED_1852,Medicine_122,BATCH_816,Drops,2023-12-15,2024-05-04,,36.16,630410.7,0.0,0,0,,451,2023-09-09,261,20,SUP_244,Room Temp,high
MED_9108,Medicine_461,BATCH_399,Syrups ,2023-08-18,2024-10-25,2754.0,156.05,319989.28,55.0,385,1650,32.88,488,2023-04-15,363,11,SUP_548,room temp,low
MED_8809,Medicine_381,BATCH_190,Inhalers,2023-04-25,2024-12-01,2556.0,296.05,1071998.77,64.0,448,1920,34.52,401,2023-06-09,356,30,,Cool Dry,0
MED_7776,Medicine_473,BATCH_918,Ointments,2023-06-19,2024-07-09,4114.0,407.95,176001.91,91.0,637,2730,43.31,500,2023-03-10,275,25,SUP_439,room temp,
MED_1154,Medicine_267,BATCH_439,Lotions,2023-04-07,2024-01-23,3246.0,115.18,363017.61,50.0,350,1500,43.02,279,2023-07-20,256,20,SUP_421,Room Temp,YES
MED_3201,Medicine_785,BATCH_256,Injections,2023-10-13,2024-05-10,3540.0,413.48,1045546.63,32.0,224,960,41.52,317,2023-10-26,86,28,SUP_612,room temp,1
MED_6492,Medicine_240,BATCH_547,Tablets,2023-10-06,2024-10-22,578.0,387.56,65404.05,40.0,280,1200,37.14,52,2023-09-09,312,27,SUP_377,Refrigerated,high
MED_5871,Medicine_249,BATCH_125,injections,2023-07-17,2024-06-23,3699.0,194.26,1707819.94,40.0,280,1200,9.08,364,2023-05-09,119,15,SUP_620,,high
MED_4565,Medicine_254,BATCH_254,Inhalers,2023-01-24,2024-04-25,4270.0,158.08,1674189.76,51.0,357,1530,35.24,280,2023-10-01,261,30,SUP_834,Cool Dry,low risk
MED_1360,Medicine_889,BATCH_379,Tablets,2023-05-12,2024-12-27,1124.0,291.51,68260.28,91.0,637,2730,39.67,390,2023-08-03,219,23,SUP_269,cool,0
MED_8120,Medicine_544,BATCH_152,Ointments,2023-06-07,2024-01-09,774.0,57.07,268874.51,23.0,161,690,39.2,423,2023-11-11,238,26,SUP_878,Refrigerated,YES
MED_7550,Medicine_725,BATCH_764,Drops,2023-12-04,2024-01-19,3254.0,210.26,321375.13,22.0,154,660,18.83,188,2023-08-06,9,11,SUP_148,room temp,high risk
MED_1782,Medicine_212,BATCH_226,Tablets ,2023-08-15,2024-02-02,2948.0,325.29,697344.66,75.0,525,2250,42.94,442,2023-05-20,134,13,SUP_779,Room Temp,
MED_6085,Medicine_436,BATCH_196,Capsules ,2023-09-07,2024-01-19,3621.0,458.75,928311.22,46.0,322,1380,,189,2023-01-21,140,26,SUP_590,room temp,High Risk
MED_3861,Medicine_889,BATCH_435,Lotions,2023-10-15,2024-11-22,1416.0,28.21,220032.76,17.0,119,510,,396,2023-04-18,350,36,SUP_966,Refrigerated,1
MED_8378,Medicine_617,BATCH_164,Lotions,2023-11-07,2024-05-02,932.0,471.53,205534.46,,196,840,,253,2023-04-06,251,16,SUP_680,Cool Dry,low risk
MED_5738,Medicine_510,BATCH_952,Tablets ,2023-09-04,2024-02-17,N/A,,123546.76,6.0,42,180,,499,2023-01-25,231,21,SUP_865,Cool Dry,low
,Medicine_113,BATCH_836,Capsules ,2023-08-18,2024-09-16,660.0,69.82,324627.02,11.0,77,330,31.12,404,2023-02-17,325,14,SUP_189,cool,High Risk
MED_7276,Medicine_246,BATCH_631,Powders,2023-08-10,2024-09-05,538.0,184.3,39919.66,46.0,322,1380,31.43,111,2023-09-15,72,24,SUP_271,Cool Dry,low risk
MED_1778,Medicine_983,BATCH_923,Syrups ,2023-03-19,2024-10-19,2107.0,108.54,848520.66,100.0,700,3000,28.58,264,2023-08-15,114,25,SUP_982,Cool Dry,NO
MED_2468,Medicine_125,BATCH_492,,2023-04-20,2024-06-08,3082.0,120.98,352594.79,78.0,546,2340,25.98,277,2023-07-11,110,36,SUP_879,Refrigerated,0
MED_2174,Medicine_744,BATCH_603,Syrups,2023-10-03,2024-04-09,59.0,17.64,756.71,92.0,644,2760,5.56,241,2023-08-21,52,27,SUP_406,Refrigerated,
MED_2991,Medicine_500,BATCH_699,Capsules,2023-07-06,2024-03-27,1105.0,396.78,219211.41,27.0,189,810,TBD,245,2023-09-12,233,14,SUP_507,Ref,1
MED_6549,Medicine_178,BATCH_655,injections,2023-07-24,2024-06-01,2936.0,472.4,1016590.7,53.0,371,1590,19.22,389,2023-05-09,288,34,SUP_840,Ref,Medium Risk
MED_8929,Medicine_285,BATCH_344,Sprays,2023-07-19,2024-04-12,2254.0,235.51,749273.46,68.0,476,2040,20.03,254,2023-10-27,6,35,SUP_104,Refrigerated ,1
MED_9227,Medicine_856,BATCH_623,Inhalers,2023-01-01,2024-05-12,4538.0,144.73,1374471.4,64.0,448,1920,19.75,82,2023-08-22,210,15,SUP_373,Cool Dry,Medium Risk
MED_4400,Medicine_249,BATCH_764,Syrups ,2023-06-02,2024-05-27,3495.0,446.4,603431.62,78.0,546,2340,2.4,287,2023-04-12,107,16,SUP_963,Cool Dry,Medium Risk
MED_6844,Medicine_657,BATCH_390,Syrups,2023-12-04,2024-06-24,3184.0,461.57,791725.55,22.0,154,660,37.04,362,2023-02-14,32,20,SUP_103,Refrigerated,High Risk
MED_6996,Medicine_367,BATCH_708,Ointments,2023-12-27,2024-03-05,3128.0,462.19,369741.01,88.0,616,2640,39.09,168,2023-01-20,43,28,SUP_374,,0
MED_2772,Medicine_421,BATCH_239,Powders,2023-07-04,2024-07-22,1789.0,342.73,375211.7,6.0,42,180,12.72,271,2023-03-17,290,15,SUP_673,,low risk
MED_3377,Medicine_215,BATCH_415,INJ,2023-11-18,2024-10-06,1367.0,196.4,119690.85,63.0,441,1890,31.06,316,2023-10-19,95,28,SUP_387,Cool Dry,0
MED_4568,Medicine_731,BATCH_820,,2023-12-07,2024-02-27,83.0,380.77,9361.37,45.0,315,1350,14.19,242,2023-07-26,308,31,SUP_329,room temp,1
MED_1633,Medicine_122,BATCH_976,Injections,2023-10-22,2024-12-01,1448.0,,60950.83,12.0,84,360,26.71,226,2023-12-08,239,10,SUP_861,Room Temp,high
MED_6768,Medicine_721,BATCH_290,Syrups,2023-03-21,2024-02-28,927.0,145.87,157388.35,,112,480,18.45,142,2023-07-14,81,25,SUP_709,Refrigerated,low 
MED_8069,Medicine_169,BATCH_795,Tablets ,2023-11-17,2024-07-01,2106.0,325.24,305253.97,83.0,581,2490,18.06,312,2023-08-10,106,24,SUP_140,Room Temp,YES
MED_6322,Medicine_355,BATCH_612,Injections,2023-08-16,2024-01-06,472.0,432.48,41592.19,21.0,147,630,39.05,284,2023-07-04,264,14,SUP_587,,low risk
MED_2742,Medicine_382,BATCH_202,Syrups,2023-05-11,2024-03-10,2755.0,237.75,945178.23,17.0,119,510,33.6,210,2023-10-03,122,32,SUP_849,room temp,Low Risk
MED_9500,Medicine_705,BATCH_378,Lotions,2023-09-13,2024-11-21,4910.0,263.21,1173370.06,38.0,266,1140,44.91,176,2023-07-26,54,6,SUP_154,room temp,NO
MED_9936,Medicine_222,BATCH_679,Lotions,2023-01-18,2024-03-05,3930.0,N/A,430012.34,11.0,77,330,28.43,295,2023-08-12,326,26,SUP_730,,high risk
MED_7013,Medicine_764,BATCH_268,Lotions,2023-11-28,2024-09-17,4605.0,292.95,1566379.07,79.0,553,2370,3.2,500,2023-07-01,326,22,SUP_399,Room Temp,YES
MED_8637,Medicine_949,BATCH_652,Inhalers,2023-03-11,2024-05-03,2810.0,455.76,150123.73,47.0,329,1410,7.57,325,2023-02-18,211,22,SUP_479,Room Temp,
MED_8481,Medicine_481,BATCH_958,Tablets ,2023-05-24,2024-05-11,33.0,444.71,2852.32,99.0,693,2970,7.94,369,2023-12-16,237,33,SUP_199,Cool Dry,
MED_2633,Medicine_843,BATCH_885,Injections,2023-02-24,2024-01-09,4321.0,482.95,1849654.92,75.0,525,2250,29.95,361,2023-11-26,341,11,SUP_701,Cool Dry,0
MED_5216,Medicine_881,BATCH_941,,2023-09-21,2024-11-11,2013.0,483.59,653078.16,63.0,441,1890,24.53,136,2023-12-26,180,11,SUP_243,Ref,0
MED_3334,Medicine_659,BATCH_125,,2023-08-15,2024-07-20,1169.0,298.83,264427.91,81.0,567,2430,9.0,77,2023-03-03,160,34,SUP_125,cool,high risk
MED_1402,Medicine_956,BATCH_437,Syrups,2023-06-20,2024-08-20,1973.0,134.53,716645.39,37.0,259,1110,13.34,483,2023-10-10,92,18,SUP_294,,1 
MED_1072,Medicine_423,BATCH_350,Lotions,2023-11-16,2024-03-09,3418.0,234.02,278007.53,14.0,98,420,9.67,82,2023-04-08,103,18,SUP_201,Refrigerated,high risk
MED_1822,Medicine_161,BATCH_246,Syrups,2023-04-21,2024-02-17,1018.0,375.89,309851.0,10.0,70,300,2.57,418,2023-09-09,226,27,SUP_422,,
MED_8843,Medicine_450,BATCH_333,injections,2023-04-17,2024-05-08,1348.0,179.4,402356.0,6.0,42,180,19.29,435,2023-09-02,236,23,SUP_458,,0
MED_8293,Medicine_511,BATCH_793,Cap ,2023-09-25,2024-10-14,1936.0,182.94,207135.52,85.0,595,2550,21.42,172,2023-06-22,182,28,SUP_639,cool,low
